,Mean,2.5q,97.5q
a_subj(none).30,0.6645212197140785,0.6137467469600403,0.7108516574701776
a_subj(none).31,0.6986526361454417,0.6510704682808364,0.755039016906517
a_subj(none).32,0.6678467989658022,0.6182630346370599,0.7136260107787639
a_subj(none).33,0.6482157597099557,0.5942152619108387,0.6919090821623477
a_subj(none).34,0.6589020549741197,0.6076645559044224,0.703091878416322
v(equal_friend),-3.505988281200785,-3.7228716538213753,-3.3098801276814664
v(equal_self),2.8254510135510373,2.6095281508857893,3.0482800303466195
v(none_friend),-2.7349729842001045,-2.945777205741968,-2.5768881945343303
v(none_self),3.5996929574182537,3.3185213510221314,3.8617543422156
v_std,0.09224934360492697,0.025249152428952468,0.18100966257177512
v_subj(equal_friend).35,-3.493216313374727,-3.7643514372044034,-3.198796061926515
v_subj(equal_friend).36,-3.4874161711175975,-3.7574940432833968,-3.195460286501238
v_subj(equal_friend).37,-3.512745792911343,-3.7873560829819155,-3.2171461355720434
v_subj(equal_friend).38,-3.4910150170808993,-3.7620174346699677,-3.1894760497859895
v_subj(equal_friend).39,-3.5131036515836347,-3.786044896653315,-3.2304286203971935
v_subj(equal_friend).40,-3.540385336579171,-3.8053454542857046,-3.2726077572503303
v_subj(equal_friend).41,-3.513023518713642,-3.7868461643967546,-3.2276779679432104
v_subj(equal_friend).42,-3.5509375911625916,-3.8348122497668364,-3.2801207152479135
v_subj(equal_friend).43,-3.4941465260124027,-3.7710512416368047,-3.1976529726663605
v_subj(equal_friend).44,-3.5095147640124607,-3.7800645491031535,-3.223172859840883
v_subj(equal_friend).45,-3.530204671700268,-3.811840994346648,-3.272615760429812
v_subj(equal_friend).46,-3.48870473342169,-3.771518393385169,-3.1865944841417138
v_subj(equal_friend).47,-3.4926585184796473,-3.7775736924950767,-3.1961199274681973
v_subj(equal_friend).48,-3.5372819529538924,-3.8099838231447394,-3.2619648947097386
v_subj(equal_friend).49,-3.4918291824638983,-3.761550595457618,-3.197773200555034
v_subj(equal_friend).50,-3.5395824346878255,-3.821790152783355,-3.2636962314866995
v_subj(equal_friend).51,-3.4972071675897682,-3.775503544262546,-3.193400569777077
v_subj(equal_friend).52,-3.5117579156967325,-3.7793462909447078,-3.2162221808675038
